MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,Fence,MiscFeature,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalBath,TotalPorchSF,TotalSF,Age,RemodAfter,AgeRemod,AgeSold,AgeSoldBefore,Age_Garage,Age_Garage_Sold
20,RL,65.0,8450,Reg,Lvl,Inside,Gtl,Sawyer,RRAe,1Fam,1Story,5,8,1965,2009,Gable,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,GLQ,553,BLQ,117,224,894,Ex,894,0,894,1,0,1,0,3,TA,5,Typ,1,Gd,Detchd,1973.0,Unf,1,336,TA,TA,Y,416,144,0,0,0,MnPrv,No MiscFeature,4,2010,WD,Normal,138500,2.0,144,1788,45,44,1,0,45,37.0,37.0
120,FV,59.0,4282,IR2,Lvl,Inside,Gtl,Somerst,Norm,TwnhsE,1Story,7,5,2004,2004,Gable,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,16,Unf,0,1375,1391,Ex,1391,0,1391,0,0,2,0,2,Gd,5,Typ,0,No Fireplace,Attchd,2004.0,RFn,2,530,TA,TA,Y,156,158,0,0,0,No Fence,No MiscFeature,7,2008,WD,Normal,196000,2.0,158,2782,6,0,6,2,4,6.0,4.0
20,RL,85.0,14331,Reg,Lvl,Inside,Gtl,Timber,Norm,1Fam,1Story,8,5,2002,2002,Hip,VinylSd,VinylSd,BrkFace,630.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1274,Unf,0,526,1800,Ex,1800,0,1800,1,0,2,0,3,Gd,7,Typ,1,Gd,Attchd,2002.0,Fin,3,765,TA,TA,Y,270,78,0,0,0,No Fence,No MiscFeature,5,2006,WD,Normal,312500,3.0,78,3600,8,0,8,4,4,8.0,4.0
20,RL,80.0,9600,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,1Story,7,5,1969,1969,Hip,HdBoard,HdBoard,BrkFace,168.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1164,1164,TA,1164,0,1164,0,0,1,1,3,TA,6,Typ,0,No Fireplace,Attchd,1969.0,Unf,2,528,TA,TA,Y,0,0,0,0,0,No Fence,No MiscFeature,7,2006,COD,Normal,140000,1.5,0,2328,41,0,41,4,37,41.0,37.0
60,RL,82.0,12438,IR1,Lvl,Inside,Gtl,StoneBr,Norm,1Fam,2Story,8,5,2006,2006,Hip,VinylSd,VinylSd,BrkFace,466.0,Ex,TA,PConc,Ex,Gd,No,Unf,0,Unf,0,1234,1234,Ex,1264,1312,2576,0,0,2,1,4,Ex,10,Typ,1,Gd,BuiltIn,2006.0,Fin,3,666,TA,TA,Y,324,100,0,0,0,No Fence,No MiscFeature,7,2006,New,Partial,361919,2.5,100,3810,4,0,4,4,0,4.0,0.0
190,RM,76.0,7630,Reg,Lvl,Inside,Gtl,OldTown,Feedr,2fmCon,2Story,5,9,1900,1996,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,Gd,TA,No,Unf,0,Unf,0,360,360,Gd,1032,780,1812,0,0,2,0,4,Gd,8,Typ,1,Po,Detchd,1999.0,Unf,2,672,TA,TA,N,344,0,40,0,0,MnPrv,No MiscFeature,5,2010,WD,Normal,140000,2.0,40,2172,110,96,14,0,110,11.0,11.0
20,RL,70.0,8400,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,2004,2005,Gable,VinylSd,VinylSd,BrkFace,109.0,Gd,TA,PConc,Gd,TA,Av,GLQ,712,Unf,0,761,1473,Ex,1484,0,1484,1,0,2,0,3,Gd,7,Typ,0,No Fireplace,Attchd,2004.0,RFn,2,606,TA,TA,Y,0,35,0,144,0,No Fence,No MiscFeature,5,2010,WD,Normal,213000,3.0,179,2957,6,1,5,0,6,6.0,6.0
190,RM,70.0,5600,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,2fmCon,2Story,4,5,1930,1950,Hip,VinylSd,Wd Shng,None,0.0,Fa,Fa,Slab,No Basement,No Basement,No Basement,No Basement,0,No Basement,0,0,0,Fa,372,720,1092,0,0,2,0,3,Fa,7,Mod,0,No Fireplace,No Garage,1900.0,No Garage,0,0,No Garage,No Garage,N,0,0,0,0,0,No Fence,Othr,7,2010,WD,Normal,55000,2.0,0,1092,80,20,60,0,80,110.0,110.0
20,RL,70.04995836802665,45000,IR2,Low,CulDSac,Sev,ClearCr,Norm,1Fam,1Story,7,5,1971,2002,Gable,Plywood,Plywood,Stone,351.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,1219,Unf,0,424,1643,TA,1824,0,1824,1,0,2,0,2,Gd,5,Typ,2,TA,Attchd,1971.0,Unf,2,739,TA,TA,Y,380,48,0,0,0,No Fence,No MiscFeature,6,2007,WD,Normal,302000,3.0,48,3467,39,31,8,3,36,39.0,36.0
120,RL,48.0,6240,Reg,Lvl,Inside,Gtl,NridgHt,Norm,TwnhsE,1Story,8,5,2006,2006,Hip,MetalSd,MetalSd,BrkFace,176.0,Gd,TA,PConc,Gd,TA,No,GLQ,863,Unf,0,461,1324,Ex,1324,0,1324,1,0,2,0,2,Gd,6,Typ,1,Gd,Attchd,2006.0,Fin,2,550,TA,TA,Y,192,38,0,0,0,No Fence,No MiscFeature,12,2009,WD,Normal,254000,3.0,38,2648,4,0,4,1,3,4.0,3.0
60,RL,65.0,9018,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,7,5,2007,2007,Hip,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,728,728,Ex,728,728,1456,0,0,2,1,3,Gd,8,Typ,1,Gd,Attchd,2007.0,Fin,2,400,TA,TA,Y,100,24,0,0,0,No Fence,No MiscFeature,7,2007,New,Partial,179540,2.5,24,2184,3,0,3,3,0,3.0,0.0
20,RL,70.04995836802665,7162,IR1,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,5,7,1966,1966,Gable,HdBoard,HdBoard,BrkCmn,41.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,876,876,TA,904,0,904,0,0,1,0,3,TA,6,Typ,0,No Fireplace,Attchd,1966.0,Unf,1,408,TA,TA,Y,0,0,0,0,0,MnPrv,No MiscFeature,12,2008,WD,Abnorml,109900,1.0,0,1780,44,0,44,2,42,44.0,42.0
30,RL,56.0,4130,IR1,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1Story,3,6,1935,2003,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,CBlock,TA,TA,No,Unf,0,Unf,0,270,270,Gd,729,0,729,0,0,1,0,2,TA,5,Maj2,0,No Fireplace,No Garage,1900.0,No Garage,0,0,No Garage,No Garage,N,0,0,0,0,0,No Fence,No MiscFeature,7,2008,WD,Normal,52000,1.0,0,999,75,68,7,2,73,110.0,108.0
50,C (all),66.0,8712,Reg,HLS,Inside,Mod,IDOTRR,Norm,1Fam,1.5Fin,4,7,1900,1950,Gable,MetalSd,MetalSd,None,0.0,TA,TA,Stone,TA,TA,Mn,Unf,0,Unf,0,859,859,Gd,859,319,1178,0,0,1,0,2,TA,7,Typ,0,No Fireplace,Detchd,1964.0,RFn,1,384,TA,TA,N,68,0,98,0,0,No Fence,No MiscFeature,1,2010,WD,Abnorml,102776,1.0,98,2037,110,50,60,0,110,46.0,46.0
120,RL,40.0,4671,IR1,HLS,Inside,Gtl,StoneBr,Norm,TwnhsE,1Story,8,5,1988,1989,Gable,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,767,Unf,0,461,1228,Gd,1228,0,1228,1,0,2,0,2,Gd,5,Typ,1,Gd,Attchd,1988.0,Fin,2,472,TA,TA,Y,168,120,0,0,0,No Fence,No MiscFeature,10,2008,WD,Normal,189000,3.0,120,2456,22,1,21,2,20,22.0,20.0
190,RL,60.0,9873,Reg,Lvl,Inside,Gtl,BrkSide,RRAn,2fmCon,1Story,4,5,1970,1970,Gable,HdBoard,HdBoard,BrkFace,160.0,TA,TA,CBlock,TA,TA,Av,ALQ,789,Unf,0,171,960,TA,960,0,960,1,0,1,0,3,TA,6,Typ,0,No Fireplace,Detchd,1970.0,Unf,2,576,TA,TA,Y,0,288,0,0,0,No Fence,No MiscFeature,5,2006,WD,Normal,129000,2.0,288,1920,40,0,40,4,36,40.0,36.0
60,RL,70.04995836802665,13517,IR1,Lvl,CulDSac,Gtl,Sawyer,RRAe,1Fam,2Story,6,8,1976,2005,Gable,HdBoard,Plywood,BrkFace,289.0,Gd,TA,CBlock,TA,TA,No,GLQ,533,Unf,0,192,725,Ex,725,754,1479,0,0,2,1,3,Gd,6,Typ,0,No Fireplace,Attchd,1976.0,RFn,2,475,TA,TA,Y,0,44,0,0,0,No Fence,No MiscFeature,3,2010,WD,Normal,130500,2.5,44,2204,34,29,5,0,34,34.0,34.0
20,RL,78.0,10140,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,1Story,6,5,1974,1974,Hip,HdBoard,HdBoard,BrkFace,174.0,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,1064,1064,TA,1350,0,1350,0,0,2,0,3,TA,7,Typ,1,TA,Attchd,1974.0,RFn,2,478,TA,TA,Y,0,0,0,0,0,MnPrv,No MiscFeature,8,2009,WD,Normal,165000,2.0,0,2414,36,0,36,1,35,36.0,35.0
70,RM,60.0,10800,Reg,Bnk,Inside,Gtl,OldTown,Norm,1Fam,2Story,7,8,1900,1998,Gable,Wd Sdng,VinylSd,None,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,0,Unf,0,718,718,Ex,1576,978,2554,0,0,1,1,3,TA,8,Typ,0,No Fireplace,Detchd,1996.0,Unf,2,704,TA,TA,P,0,48,143,0,0,No Fence,No MiscFeature,7,2007,WD,Normal,159500,1.5,191,3272,110,98,12,3,107,14.0,11.0
20,RL,80.0,10000,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,1Story,5,6,1973,2000,Gable,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,1084,Unf,0,92,1176,Gd,1178,0,1178,0,1,1,1,3,Gd,5,Typ,1,Fa,Attchd,1973.0,Unf,2,439,TA,TA,Y,224,0,0,0,0,MnPrv,No MiscFeature,11,2008,WD,Normal,157000,2.0,0,2354,37,27,10,2,35,37.0,35.0
60,RL,96.0,10542,Reg,Lvl,Inside,Gtl,NoRidge,Norm,1Fam,2Story,7,5,1993,1994,Hip,Wd Sdng,ImStucc,BrkFace,651.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1173,Unf,0,138,1311,Ex,1325,1093,2418,1,0,2,1,3,Gd,9,Typ,1,TA,Attchd,1993.0,RFn,3,983,TA,TA,Y,250,154,216,0,0,No Fence,No MiscFeature,8,2008,WD,Normal,341000,3.5,370,3729,17,1,16,2,15,17.0,15.0
20,RL,69.0,9920,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,5,6,1969,1969,Gable,HdBoard,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,523,Unf,0,448,971,TA,971,0,971,0,0,1,1,3,TA,5,Typ,1,Po,Attchd,1969.0,Unf,1,300,TA,TA,Y,0,0,0,0,0,No Fence,No MiscFeature,5,2006,WD,Normal,128500,1.5,0,1942,41,0,41,4,37,41.0,37.0
120,RL,70.04995836802665,6563,IR1,Low,CulDSac,Mod,StoneBr,Norm,1Fam,1Story,8,5,1985,1985,Gable,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1148,Unf,0,594,1742,TA,1742,0,1742,1,0,2,0,2,Gd,5,Typ,1,TA,Attchd,1985.0,RFn,2,564,TA,TA,Y,114,28,234,0,0,No Fence,No MiscFeature,12,2006,WD,Normal,275000,3.0,262,3484,25,0,25,4,21,25.0,21.0
120,RM,70.04995836802665,4426,Reg,Lvl,Inside,Gtl,CollgCr,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,VinylSd,VinylSd,BrkFace,169.0,Gd,TA,PConc,Gd,TA,Av,GLQ,662,Unf,0,186,848,Ex,848,0,848,1,0,1,0,1,Gd,3,Typ,0,No Fireplace,Attchd,2004.0,RFn,2,420,TA,TA,Y,160,0,0,0,0,No Fence,No MiscFeature,5,2010,WD,Normal,143000,2.0,0,1696,6,0,6,0,6,6.0,6.0
20,RL,70.0,8120,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,4,7,1970,1970,Gable,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,191,Unf,0,673,864,Ex,864,0,864,0,0,1,0,3,TA,5,Typ,0,No Fireplace,Detchd,1994.0,Unf,2,463,TA,TA,Y,0,0,0,0,0,No Fence,No MiscFeature,7,2009,WD,Normal,124500,1.0,0,1728,40,0,40,1,39,16.0,15.0
50,RL,60.0,8172,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1.5Fin,4,6,1954,1972,Gable,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,941,941,Ex,997,473,1470,0,0,2,0,4,TA,7,Typ,0,No Fireplace,Detchd,1958.0,Unf,1,548,TA,TA,Y,0,0,0,0,156,No Fence,No MiscFeature,5,2008,WD,Normal,135000,2.0,156,2411,56,18,38,2,54,52.0,50.0
20,RL,86.0,13286,IR1,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1Story,9,5,2007,2008,Hip,CemntBd,CmentBd,Stone,340.0,Ex,TA,PConc,Ex,TA,No,GLQ,1234,Unf,0,464,1698,Ex,1698,0,1698,1,0,2,0,3,Ex,8,Typ,1,Gd,Attchd,2007.0,Fin,3,768,TA,TA,Y,327,64,0,0,0,No Fence,No MiscFeature,2,2009,WD,Normal,320000,3.0,64,3396,3,1,2,1,2,3.0,2.0
20,RL,60.0,6960,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,4,6,1970,1970,Gable,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,375,BLQ,239,250,864,TA,864,0,864,0,0,1,0,3,Gd,5,Typ,0,No Fireplace,Detchd,1989.0,Unf,2,660,TA,TA,Y,96,0,0,0,0,No Fence,Shed,11,2009,WD,Normal,120500,1.0,0,1728,40,0,40,1,39,21.0,20.0
20,RL,70.04995836802665,21695,IR1,Lvl,Corner,Gtl,Crawfor,Norm,1Fam,1Story,6,9,1988,2007,Hip,Wd Sdng,Plywood,BrkFace,260.0,Gd,Gd,CBlock,Gd,TA,No,GLQ,808,Unf,0,72,880,Ex,1680,0,1680,1,0,2,0,3,Gd,5,Typ,1,Gd,Attchd,1988.0,Fin,2,540,TA,TA,Y,292,44,0,182,0,No Fence,No MiscFeature,12,2009,WD,Normal,222000,3.0,226,2560,22,19,3,1,21,22.0,21.0
20,RL,64.0,7314,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,2007,2007,Gable,VinylSd,VinylSd,Stone,82.0,Gd,TA,PConc,Gd,TA,Av,GLQ,724,Unf,0,508,1232,Ex,1232,0,1232,1,0,2,0,2,Gd,6,Typ,0,No Fireplace,Attchd,2007.0,RFn,2,632,TA,TA,Y,132,0,0,0,0,No Fence,No MiscFeature,2,2009,WD,Normal,194500,3.0,0,2464,3,0,3,1,2,3.0,2.0
90,RL,85.0,11475,Reg,Lvl,Corner,Gtl,NAmes,Norm,Duplex,1Story,5,5,1958,1958,Gable,VinylSd,VinylSd,BrkFace,95.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1584,1584,TA,1776,0,1776,1,0,2,0,4,TA,9,Typ,0,No Fireplace,Detchd,1968.0,Unf,3,888,TA,TA,Y,0,25,0,0,0,No Fence,No MiscFeature,7,2009,COD,Abnorml,110000,3.0,25,3360,52,0,52,1,51,42.0,41.0
30,RM,52.0,6240,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,1Fam,1.5Fin,4,5,1925,1950,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,152,Unf,0,628,780,TA,848,0,1208,0,0,1,0,2,TA,5,Typ,0,No Fireplace,Detchd,1962.0,Unf,2,539,TA,TA,Y,0,23,112,0,0,No Fence,No MiscFeature,1,2009,WD,Normal,103000,1.0,135,1628,85,25,60,1,84,48.0,47.0
120,RL,39.0,5389,IR1,Lvl,Inside,Gtl,StoneBr,Norm,TwnhsE,1Story,8,5,1995,1996,Gable,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1180,Unf,0,415,1595,Ex,1616,0,1616,1,0,2,0,2,Gd,5,Typ,1,TA,Attchd,1995.0,RFn,2,608,TA,TA,Y,237,152,0,0,0,No Fence,No MiscFeature,3,2010,WD,Normal,236500,3.0,152,3211,15,1,14,0,15,15.0,15.0
80,RL,73.0,9590,IR1,Lvl,Corner,Gtl,Timber,Norm,1Fam,SLvl,7,5,2003,2003,Gable,VinylSd,VinylSd,BrkFace,442.0,Gd,TA,PConc,Ex,TA,Av,GLQ,786,Unf,0,82,868,Ex,1146,0,1146,1,0,2,0,3,Gd,6,Typ,1,Gd,Attchd,2003.0,Fin,2,438,TA,TA,Y,160,22,0,0,0,No Fence,No MiscFeature,5,2007,WD,Normal,187500,3.0,22,2014,7,0,7,3,4,7.0,4.0
60,RL,75.0,11404,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,7,5,1998,1999,Gable,VinylSd,VinylSd,BrkFace,202.0,Gd,TA,PConc,Gd,TA,Av,ALQ,252,Unf,0,901,1153,Ex,1153,878,2031,0,0,2,1,3,Gd,8,Typ,1,TA,Attchd,1998.0,Fin,2,541,TA,TA,Y,192,84,0,0,0,No Fence,No MiscFeature,7,2008,WD,Normal,222500,2.5,84,3184,12,1,11,2,10,12.0,10.0
20,RL,80.0,10000,Reg,Lvl,Corner,Gtl,Sawyer,Feedr,1Fam,1Story,5,6,1961,1983,Hip,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,594,Unf,0,270,864,Ex,1144,0,1144,1,0,1,0,3,TA,6,Typ,1,TA,Attchd,1961.0,RFn,1,264,TA,TA,Y,165,0,0,0,0,GdWo,Shed,3,2009,WD,Normal,131400,2.0,0,2008,49,22,27,1,48,49.0,48.0
20,RL,70.04995836802665,8978,IR1,Lvl,Corner,Gtl,Sawyer,Norm,1Fam,1Story,5,5,1968,1968,Gable,Plywood,Plywood,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,948,948,TA,948,0,948,0,0,1,0,3,TA,6,Typ,0,No Fireplace,Attchd,1968.0,Unf,1,300,TA,TA,Y,147,0,0,0,0,No Fence,No MiscFeature,5,2007,WD,Family,108000,1.0,0,1896,42,0,42,3,39,42.0,39.0
75,RM,60.0,10800,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,2.5Unf,7,7,1914,1970,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Gd,TA,Mn,Rec,390,Unf,0,490,880,Fa,880,888,1768,0,0,1,1,2,TA,6,Typ,2,TA,Detchd,1914.0,Unf,2,320,TA,TA,N,0,300,0,0,0,No Fence,No MiscFeature,10,2006,WD,Normal,163000,1.5,300,2648,96,56,40,4,92,96.0,92.0
90,RL,60.0,8544,Reg,Lvl,Inside,Gtl,NAmes,Norm,Duplex,1Story,3,4,1950,1950,Gable,Stucco,Stone,None,0.0,TA,TA,CBlock,No Basement,No Basement,No Basement,No Basement,0,No Basement,0,0,0,Gd,1040,0,1040,0,0,2,0,2,TA,6,Typ,0,No Fireplace,Detchd,1949.0,Unf,2,400,TA,TA,Y,0,0,0,0,0,No Fence,No MiscFeature,7,2006,WD,Normal,93500,2.0,0,1040,60,0,60,4,56,61.0,57.0
60,RL,72.0,10463,IR1,HLS,CulDSac,Gtl,Gilbert,Norm,1Fam,2Story,8,5,2005,2005,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,893,893,Ex,901,900,1801,0,0,2,1,3,Gd,8,Typ,1,Gd,Attchd,2005.0,Fin,3,800,TA,TA,Y,0,116,0,0,0,No Fence,No MiscFeature,6,2006,WD,Normal,239900,2.5,116,2694,5,0,5,4,1,5.0,1.0
90,RL,60.0,10800,Reg,Lvl,Inside,Gtl,Edwards,Norm,Duplex,1Story,5,5,1987,1988,Gable,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,Gd,Gd,GLQ,1200,Unf,0,0,1200,TA,1200,0,1200,2,0,3,0,3,TA,5,Typ,0,No Fireplace,No Garage,1900.0,No Garage,0,0,No Garage,No Garage,Y,120,0,0,0,0,No Fence,No MiscFeature,3,2009,WD,Alloca,179000,5.0,0,2400,23,1,22,1,22,110.0,109.0
60,RL,65.0,9313,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,7,5,2004,2004,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,864,864,Ex,864,864,1728,0,0,2,1,3,Gd,7,Typ,0,No Fireplace,Attchd,2004.0,RFn,2,572,TA,TA,Y,187,56,0,0,0,No Fence,No MiscFeature,4,2009,WD,Normal,190000,2.5,56,2592,6,0,6,1,5,6.0,5.0
70,RM,60.0,9600,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,2Story,5,7,1910,2002,Gable,Wd Sdng,Wd Shng,None,0.0,TA,Gd,BrkTil,Fa,Fa,No,Unf,0,Unf,0,264,264,Ex,768,664,1432,0,0,2,0,2,TA,7,Typ,0,No Fireplace,Detchd,1910.0,Unf,2,360,TA,Gd,Y,270,0,112,0,0,GdPrv,No MiscFeature,5,2007,WD,Abnorml,132000,2.0,112,1696,100,92,8,3,97,100.0,97.0
20,RL,65.0,6768,IR1,Lvl,Inside,Gtl,Sawyer,Feedr,1Fam,1Story,6,8,1961,1996,Hip,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,TA,TA,Mn,GLQ,832,Unf,0,80,912,Gd,912,0,912,1,1,1,0,3,Gd,5,Typ,0,No Fireplace,Detchd,1962.0,Unf,1,288,TA,TA,Y,168,0,0,0,0,GdPrv,No MiscFeature,5,2008,WD,Normal,142000,2.5,0,1824,49,35,14,2,47,48.0,46.0
20,RL,65.0,8450,Reg,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,1Story,7,5,2000,2001,Gable,VinylSd,VinylSd,BrkFace,108.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1349,1349,Ex,1349,0,1349,0,0,2,0,3,TA,6,Typ,0,No Fireplace,Attchd,2000.0,Unf,2,539,TA,TA,Y,120,55,0,0,0,GdPrv,No MiscFeature,12,2007,WD,Normal,179000,2.0,55,2698,10,1,9,3,7,10.0,7.0
80,RL,70.0,12886,IR1,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,SLvl,5,6,1963,1999,Gable,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Av,ALQ,444,Unf,0,76,520,Ex,1464,0,1464,0,1,2,0,3,TA,6,Min2,1,TA,Attchd,1997.0,RFn,2,480,TA,TA,Y,302,0,0,0,100,No Fence,No MiscFeature,10,2009,WD,Normal,175000,2.5,100,1984,47,36,11,1,46,13.0,12.0
120,RL,41.0,5395,IR1,HLS,Inside,Gtl,StoneBr,Norm,TwnhsE,1Story,8,5,1993,1993,Gable,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,733,Unf,0,604,1337,Gd,1337,0,1337,1,0,2,0,2,Gd,5,Typ,1,TA,Attchd,1993.0,RFn,2,462,TA,TA,Y,96,0,70,168,0,No Fence,No MiscFeature,10,2008,WD,Normal,180000,3.0,238,2674,17,0,17,2,15,17.0,15.0
60,RL,70.04995836802665,8963,IR1,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,2Story,8,9,1976,1996,Hip,VinylSd,VinylSd,BrkFace,289.0,Ex,Gd,CBlock,TA,Gd,No,GLQ,575,ALQ,80,487,1142,Ex,1175,1540,2715,0,1,3,1,4,Gd,11,Typ,2,TA,BuiltIn,1994.0,Fin,2,831,TA,TA,Y,0,204,0,0,0,No Fence,No MiscFeature,7,2008,WD,Normal,299800,4.0,204,3857,34,20,14,2,32,16.0,14.0
60,RL,70.04995836802665,8795,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,7,5,2000,2000,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,300,Unf,0,652,952,Ex,980,1276,2256,0,0,2,1,4,Gd,8,Typ,1,TA,BuiltIn,2000.0,Fin,2,554,TA,TA,Y,224,54,0,0,0,No Fence,No MiscFeature,4,2009,WD,Normal,236000,2.5,54,3208,10,0,10,1,9,10.0,9.0
70,RM,65.0,11700,IR1,Lvl,Corner,Gtl,OldTown,Norm,1Fam,2Story,7,7,1900,2003,Mansard,Stucco,Stucco,None,0.0,Gd,TA,Stone,TA,Fa,No,Unf,0,Unf,0,1240,1240,TA,1320,1320,2640,0,0,1,1,4,Gd,8,Typ,1,Gd,Detchd,1950.0,Unf,3,864,TA,TA,N,181,0,300,0,0,No Fence,No MiscFeature,5,2009,WD,Normal,265979,1.5,300,3880,110,103,7,1,109,60.0,59.0
20,RL,59.0,10593,IR1,Lvl,Inside,Gtl,NoRidge,Norm,1Fam,1Story,7,5,1996,1996,Hip,VinylSd,VinylSd,BrkFace,338.0,Gd,TA,PConc,Gd,TA,No,GLQ,919,Unf,0,801,1720,Ex,1720,0,1720,1,0,2,0,3,Gd,7,Typ,1,TA,Attchd,1996.0,Fin,2,527,TA,TA,Y,240,56,154,0,0,No Fence,No MiscFeature,3,2010,WD,Normal,260400,3.0,210,3440,14,0,14,0,14,14.0,14.0
50,RL,50.0,8405,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1.5Fin,4,3,1945,1950,Gable,WdShing,Wd Shng,None,0.0,TA,TA,Slab,No Basement,No Basement,No Basement,No Basement,0,No Basement,0,0,0,TA,1088,441,1529,0,0,2,0,4,TA,9,Mod,0,No Fireplace,Detchd,1945.0,Unf,1,240,TA,TA,N,92,0,185,0,0,No Fence,No MiscFeature,4,2009,WD,Normal,98000,2.0,185,1529,65,5,60,1,64,65.0,64.0
50,RM,55.0,8800,Reg,Lvl,Corner,Gtl,OldTown,Norm,1Fam,1.5Fin,4,7,1910,2004,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0,Unf,0,576,576,Gd,792,348,1140,0,0,1,0,3,TA,7,Min2,0,No Fireplace,No Garage,1900.0,No Garage,0,0,No Garage,No Garage,N,0,160,0,0,0,No Fence,No MiscFeature,6,2010,WD,Normal,96500,1.0,160,1716,100,94,6,0,100,110.0,110.0
